ISO_CODE,ISO_NAME,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
LSO,Lesotho,0.10092,0.098736,0.097342,0.104093,0.104968,0.110168,0.11293,0.114908,0.113485,0.132066,0.11728,0.113533,0.110901,0.107939,0.101873,0.105438,0.106538,0.13191,0.108476,0.11854,0.08636,0.098095,0.094593,0.094489,0.106316,0.109937,0.107424,0.122613,0.11316,0.121593,0.121196,0.123531,0.118901,0.124583,0.124283,0.121519,0.12071,0.129126,0.133822,0.126769,0.135786,0.140258,0.141565,0.139784,0.143263,0.143059,0.144745
LBR,Liberia,0.217416,0.20998,0.255007,0.232793,0.229894,0.253007,0.396058,0.395823,0.397825,0.519642,0.477096,0.473696,0.403972,0.409369,0.352345,0.367467,0.329122,0.439039,0.392997,0.309312,0.184491,0.155232,0.146578,0.149557,0.140264,0.142903,0.141938,0.157131,0.145804,0.147911,0.148137,0.158571,0.154534,0.162368,0.162795,0.173878,0.172808,0.178889,0.175655,0.161727,0.169534,0.172099,0.174126,0.175869,0.185434,0.181807,0.183657
LBY,Libya,15.85406,10.45328,7.709237,6.870388,4.663314,5.743281,6.655113,6.941571,7.217898,7.633909,8.666896,7.288863,7.874894,7.521686,7.665984,6.972051,7.796801,7.212574,7.685532,7.734522,7.995548,7.7212,7.706806,8.015603,9.033833,9.541863,9.952937,9.136068,8.967519,8.587546,8.952487,8.801133,8.94019,9.447112,9.356519,9.410031,9.225801,8.695404,8.797716,9.90258,10.49382,6.646099,8.657192,8.617305,8.147562,8.332159,8.377754
LTU,Lithuania,6.348063,6.31116,6.670781,7.094512,7.523582,8.123154,8.387128,8.633406,8.852917,9.078122,9.377972,9.413625,9.372482,9.328085,9.425077,9.382942,9.392697,9.351264,9.254933,9.074767,9.486156,10.01056,5.677325,4.414558,4.292029,4.13901,4.309857,4.187237,4.442332,3.768038,3.321656,3.562318,3.62542,3.655701,3.866593,4.135142,4.29151,4.752062,4.800074,4.040729,4.369239,4.398944,4.559808,4.254505,4.268441,4.54954,4.70284
LUX,Luxembourg,54.12109,50.16474,48.85579,52.3039,48.12065,37.88809,40.02592,37.82241,41.13685,38.50864,36.10879,30.58656,28.73221,26.9528,29.43601,29.88338,29.01416,27.42928,28.64627,30.47661,30.52232,31.38187,30.09115,30.21995,27.64774,21.74541,21.57349,20.01325,18.18871,18.81646,19.96135,21.08929,22.45369,23.25258,26.16058,26.30089,25.47974,23.7402,23.0166,21.24537,21.94336,21.18574,19.99331,18.41224,17.21556,17.29551,17.61221
MAC,Macao,0.301856,0.294897,0.392333,0.639968,0.721037,0.751028,0.792619,1.406545,1.169683,1.201369,1.349436,1.527051,1.517598,2.164111,2.000923,1.702237,2.041124,2.176453,2.178894,1.98812,1.910334,1.804601,1.763801,1.980373,1.591373,1.88484,2.296044,2.517202,3.064568,3.047051,3.101164,3.517186,3.488469,3.553972,4.285791,4.300856,3.87296,3.75088,3.75773,3.756993,3.968556,4.184562,4.16008,4.435961,4.600255,4.822259,5.07601
MKD,Macedonia (the former Yugoslav Republic of),5.28201,4.896175,4.972163,5.726264,5.871672,4.598437,4.919923,5.084083,4.970315,5.592882,4.96791,5.151528,4.499366,4.185489,4.742176,4.953836,5.064306,5.051318,5.302608,5.312086,5.583334,4.962906,4.398825,4.539681,4.400819,4.374083,5.12535,4.592223,5.017866,4.611705,4.436083,4.504813,4.2251,4.593065,4.453245,4.682032,4.683914,4.990357,4.888118,4.393406,4.411216,4.89586,4.743928,4.272123,4.048914,4.209001,4.277275
MDG,Madagascar,0.064661,0.063018,0.064185,0.068086,0.067927,0.071081,0.087737,0.090103,0.093292,0.107725,0.101784,0.096411,0.083097,0.092642,0.088484,0.092131,0.081861,0.10215,0.111595,0.091986,0.079568,0.09057,0.08905,0.089358,0.102011,0.106532,0.105333,0.117637,0.102583,0.103159,0.108268,0.114232,0.109382,0.112284,0.112562,0.112012,0.113145,0.122253,0.122477,0.116765,0.12307,0.125837,0.12597,0.122334,0.123826,0.121578,0.121528
MWI,Malawi,0.10195,0.099683,0.09741,0.098374,0.099074,0.109646,0.100516,0.097192,0.108098,0.11914,0.108157,0.101464,0.091264,0.079413,0.073016,0.074278,0.07285,0.085651,0.078454,0.079498,0.069801,0.081541,0.080692,0.079823,0.094413,0.097949,0.095452,0.109996,0.095233,0.098069,0.091505,0.094418,0.094116,0.093441,0.09409,0.094884,0.095215,0.09775,0.100249,0.096635,0.10075,0.100427,0.099231,0.099617,0.102673,0.099905,0.100309
MYS,Malaysia,1.257443,1.256349,1.232478,1.246589,1.448645,1.515921,1.6298,1.585976,1.701931,1.859304,1.953,2.024795,2.075134,2.25967,2.274393,2.316186,2.274435,2.27128,2.351525,2.687648,3.055786,3.547371,3.613266,3.823159,4.006774,4.209756,4.689756,4.882143,4.703123,5.015568,5.371809,5.466953,5.800429,6.051381,6.531202,6.856884,7.031241,7.559937,7.892829,6.970759,7.32206,7.415786,7.376346,7.806189,8.076092,8.140624,8.533703
MDV,Maldives,0.086455,0.084507,0.082245,0.076825,0.081585,0.085683,0.081886,0.112611,0.240101,0.197175,0.126195,0.161327,0.142931,0.141713,0.248439,0.258125,0.276412,0.297346,0.281841,0.249378,0.255843,0.249358,0.23513,0.268171,0.454014,0.635849,0.656523,0.539709,0.613304,0.650091,1.000949,1.102832,1.365325,1.531438,1.657806,1.688499,1.877934,1.876196,1.970542,1.91868,2.239532,2.373114,2.408155,2.554428,2.635822,2.751915,2.880875
MLI,Mali,0.044063,0.043174,0.043749,0.047651,0.047648,0.049679,0.056072,0.059617,0.06038,0.066628,0.066442,0.0723,0.063256,0.061387,0.060749,0.063038,0.060243,0.07127,0.066125,0.071021,0.061656,0.070227,0.07036,0.070527,0.088383,0.091227,0.089467,0.102492,0.088372,0.089238,0.083471,0.086588,0.08413,0.088344,0.085656,0.084009,0.083921,0.08925,0.091132,0.087595,0.092018,0.093162,0.093319,0.090635,0.09142,0.0895,0.089246
MLT,Malta,2.132029,2.131954,2.673323,2.559306,2.335841,2.096058,2.357939,2.479485,2.871163,2.773581,3.063833,3.437005,3.900109,2.857468,3.864917,3.348307,5.347872,5.560061,5.995785,6.446871,6.376805,6.025415,5.863131,7.520177,6.66793,6.276141,6.068191,6.397458,6.093521,6.132569,5.37425,6.249556,5.792691,6.482057,6.433118,6.714762,6.365186,6.72138,6.30669,6.004125,5.951114,5.978991,5.791453,5.060832,4.959671,5.097964,5.263099
MTQ,Martinique,1.481921,1.486973,1.722226,1.876098,1.59857,2.071825,1.886931,2.026429,2.13269,1.938357,2.056054,2.138164,2.079408,2.094936,2.068278,2.258835,2.451248,2.739836,3.314784,4.121692,4.320377,3.9204,4.238867,4.82086,4.782901,4.870491,4.917241,4.59138,4.458261,4.432755,4.307229,4.566946,4.483737,4.580948,4.86271,4.7609,4.793018,5.044345,5.030408,5.137452,5.478946,5.870036,5.91453,6.523838,6.644106,6.915753,7.053187
MRT,Mauritania,0.123386,0.121373,0.141776,0.132807,0.134939,0.148931,0.197346,0.194406,0.195674,0.239163,0.217204,0.226665,0.202794,0.203125,0.244678,0.247277,0.179525,0.227533,0.30659,0.309281,0.238288,0.275401,0.622204,0.597313,0.438785,0.460848,0.408421,0.421272,0.435817,0.429593,0.4804,0.505489,0.49492,0.501166,0.523341,0.52265,0.5785,0.597299,0.584068,0.560649,0.603452,0.6094,0.618826,0.606076,0.604648,0.593757,0.596359
MUS,Mauritius,0.17144,0.169528,0.199267,0.191046,0.193188,0.190965,0.312917,0.321276,0.313678,0.40432,0.422779,0.436372,0.369721,0.445129,0.433106,0.4695,0.66159,0.871831,0.911259,0.901694,0.900735,0.989635,1.006924,0.951126,0.665959,0.71448,0.74358,0.809683,0.833087,0.88917,1.234358,1.487667,1.349986,1.416863,1.758098,1.857933,1.98987,2.075913,2.205431,2.179398,2.296096,2.389344,2.412663,2.451005,2.53427,2.533613,2.533577
MEX,Mexico,2.285574,2.220396,2.370772,2.473562,2.643714,2.700478,2.802518,2.832717,3.080864,3.18623,3.439952,3.613238,3.766683,3.480485,3.468803,3.514085,3.394417,3.468799,3.387302,3.482394,3.388176,3.607039,3.57744,3.425846,3.605477,3.368497,3.469851,3.545541,3.688968,3.596896,3.700362,3.645959,3.663072,3.666765,3.690528,3.826451,3.854478,3.920104,3.810965,3.715924,3.83016,3.839466,3.955198,3.81898,3.658167,3.579359,3.448537
MDA,Moldova (the Republic of),4.565592,4.497988,4.753464,5.09917,5.428715,5.84296,6.09888,6.17076,6.365097,6.465395,6.713347,6.562251,6.592732,6.595047,6.58168,6.573131,6.693836,6.836752,6.822621,6.741668,7.306936,5.874185,4.649712,3.945011,3.209785,2.783931,2.413624,2.207566,2.007275,1.711225,1.594316,1.669825,1.708441,1.844921,1.858065,2.011148,1.950589,1.963411,1.931393,1.879927,2.034879,2.057394,2.050193,1.811522,1.953411,1.970205,2.034181
MNG,Mongolia,0.899818,0.871737,0.743251,0.554631,0.559826,0.544656,0.538399,0.55881,0.599497,0.968449,4.99166,4.607731,4.697405,4.728575,4.961329,6.213185,6.607999,6.847482,7.050894,6.541438,6.047382,6.689667,5.777092,5.273011,4.558506,4.49313,3.769435,3.66406,3.644059,3.637133,3.768013,3.723892,3.96162,3.794622,3.830388,3.846536,4.251325,4.434954,4.420647,4.537177,4.822694,4.908193,5.005515,5.299194,5.089169,5.278278,6.130119
MAR,Morocco,0.463235,0.459172,0.491295,0.553409,0.593303,0.6174,0.663981,0.721767,0.755511,0.807812,0.81661,0.806787,0.826167,0.851711,0.840135,0.858553,0.864594,0.871832,0.905239,0.967571,0.988123,1.000614,1.052372,1.028071,1.111392,1.120037,1.101651,1.150791,1.159007,1.203316,1.228986,1.322305,1.36064,1.319894,1.420227,1.51517,1.496021,1.536688,1.538419,1.513347,1.578865,1.663058,1.668766,1.61955,1.666871,1.649008,1.634404
MOZ,Mozambique,0.344104,0.337501,0.303244,0.315296,0.289819,0.24547,0.242015,0.229027,0.194773,0.177671,0.211384,0.181576,0.163677,0.146252,0.121484,0.119727,0.117024,0.11696,0.117533,0.115352,0.086476,0.070113,0.080865,0.091006,0.073859,0.078122,0.073477,0.07881,0.074328,0.071892,0.085412,0.100693,0.10274,0.126993,0.136136,0.126628,0.130547,0.15076,0.140215,0.146054,0.155405,0.169202,0.163142,0.171177,0.20381,0.204707,0.203443
MMR,Myanmar,0.176225,0.173393,0.167454,0.129259,0.146254,0.140024,0.146912,0.153661,0.15478,0.157479,0.16314,0.157574,0.158252,0.149998,0.161467,0.170048,0.174506,0.129382,0.121171,0.118645,0.109008,0.10584,0.111225,0.12244,0.141047,0.169175,0.174792,0.171937,0.184217,0.200659,0.215088,0.185252,0.182526,0.227303,0.214963,0.22559,0.20766,0.215517,0.162933,0.152022,0.167194,0.167228,0.175766,0.204435,0.291261,0.301796,0.315724
NAM,Namibia,0.696904,0.677116,0.6693,0.695817,0.706871,0.695801,0.642075,0.692203,0.651959,0.737293,0.69939,0.732369,0.706582,0.667205,0.64482,0.634257,0.477493,0.548948,0.630476,0.655845,0.536375,0.775703,0.820932,0.922264,1.029891,1.065924,1.11422,1.132858,1.136932,1.00147,0.961577,1.175488,1.003801,1.051169,1.107533,1.153912,1.150534,1.176872,1.332039,1.344206,1.387631,1.424724,1.465561,1.535394,1.570971,1.537686,1.573319
NPL,Nepal,0.020563,0.020596,0.026421,0.036872,0.035987,0.029026,0.024029,0.026496,0.024435,0.035396,0.038872,0.033008,0.036126,0.049036,0.051752,0.037897,0.049563,0.051224,0.050327,0.038781,0.054865,0.06622,0.067056,0.072706,0.086243,0.091672,0.094983,0.103042,0.106703,0.138836,0.14024,0.147295,0.117667,0.124662,0.116137,0.129448,0.106205,0.105612,0.116528,0.152504,0.177554,0.19855,0.224202,0.221757,0.255463,0.247924,0.270131
NLD,Netherlands (the),10.34481,10.29052,11.2891,11.64638,10.87583,10.18248,10.85475,10.65159,10.92078,11.50664,11.0002,10.80465,10.02948,9.650813,10.08788,10.23899,10.34609,10.53643,10.44226,10.58887,10.40663,10.80279,10.59256,10.84254,10.80898,10.87957,11.39731,10.78644,10.87906,10.47085,10.52679,10.76901,10.77331,10.85382,10.93239,10.62699,10.30166,10.32826,10.42834,10.02532,10.60381,9.860641,9.738281,9.66487,9.161625,9.514298,9.612899
NCL,New Caledonia,2.078509,1.961479,2.97793,4.981916,5.340631,5.322253,5.396509,9.363317,6.304424,7.07439,9.162334,8.860214,6.843119,6.461719,6.480831,5.422515,5.598207,6.079169,5.663336,5.561077,5.40033,5.518836,5.426186,5.593162,3.998646,4.95195,5.556586,5.820436,6.323606,5.867008,6.732827,7.29726,8.045265,7.882923,7.996301,8.142874,7.17002,6.600531,6.119507,6.131461,6.56001,6.913288,6.927481,7.413326,7.719421,8.108709,8.56673
NZL,New Zealand,5.361737,5.125068,5.775142,6.177366,6.412936,5.973967,6.496328,6.673982,6.246724,5.66314,5.66166,5.588163,6.068522,6.092077,6.194891,6.300239,5.964634,6.307265,6.64562,6.600174,6.980521,7.06435,7.452088,7.270507,7.256372,7.344121,7.604449,8.195275,7.992704,8.371156,8.583262,9.023529,8.910868,9.252405,8.778931,8.823931,8.725814,8.442712,8.563137,7.807574,7.704069,7.469177,7.483163,7.350494,7.305927,7.228351,7.140816
NIC,Nicaragua,0.667728,0.65204,0.653747,0.711329,0.742869,0.712987,0.793105,0.940576,0.820665,0.516568,0.599915,0.617235,0.582913,0.608407,0.542424,0.532587,0.61333,0.597918,0.530192,0.451248,0.466288,0.459063,0.522563,0.501888,0.562025,0.583109,0.606972,0.639324,0.730571,0.72564,0.744461,0.779493,0.794683,0.812639,0.828758,0.797796,0.832559,0.843772,0.798422,0.787449,0.831408,0.829325,0.838526,0.799064,0.839799,0.85993,0.865926
NER,Niger (the),0.066831,0.064221,0.06299,0.068633,0.068098,0.068929,0.078922,0.081909,0.086426,0.098287,0.101804,0.103743,0.09941,0.104297,0.099094,0.10499,0.093768,0.119568,0.119518,0.109465,0.092628,0.101736,0.095573,0.094197,0.10051,0.102695,0.100448,0.113582,0.099084,0.101714,0.099588,0.094643,0.101117,0.105759,0.1029,0.101511,0.102002,0.106361,0.108194,0.103139,0.107499,0.108251,0.113316,0.107787,0.112607,0.104793,0.100892
NGA,Nigeria,0.464931,0.666381,0.842016,0.989024,1.215047,0.908206,1.039433,0.899769,0.917671,1.259986,1.113501,0.899289,0.843582,0.82455,0.803553,0.816584,0.776457,0.719448,0.793242,0.789927,0.724683,0.768661,0.827015,0.77685,0.704197,0.726046,0.821049,0.798972,0.697976,0.681943,0.740789,0.768414,0.679341,0.70221,0.657311,0.658202,0.565961,0.51332,0.515851,0.46432,0.500792,0.53366,0.49375,0.47717,0.445172,0.453349,0.44427
NOR,Norway,9.394782,8.888697,9.584926,9.666622,9.209132,9.021505,9.487721,9.703399,9.372779,10.02801,9.544836,8.707549,7.846305,7.799298,8.245289,8.362746,8.90177,8.52585,8.738623,8.464984,8.447721,7.845161,8.425591,8.860632,9.26233,9.222886,9.260292,9.738587,10.05278,10.35526,9.19123,9.265833,9.057727,9.602862,9.606127,9.216667,9.280359,9.345094,9.212756,8.905987,9.268822,8.915546,8.508101,8.377992,8.296293,8.286784,8.277336
OMN,Oman,8.939498,8.641724,8.351086,8.070446,8.142978,25.84201,27.4155,25.96555,20.436,17.47445,10.07948,10.62759,8.828503,9.577786,7.939445,6.029244,6.848207,6.424394,6.873318,6.605029,8.29173,9.793598,8.905126,8.054769,7.043783,8.346272,8.657548,8.856452,8.662725,9.764704,10.81596,12.18377,12.82869,13.27944,12.80413,13.61209,16.56911,17.58941,19.27935,21.13729,21.45203,22.52887,21.47246,20.86079,20.66908,20.48491,19.87235
PAK,Pakistan,0.36647,0.371946,0.362677,0.365155,0.374696,0.40561,0.388975,0.398999,0.418164,0.437986,0.453353,0.468543,0.511999,0.516882,0.52879,0.567316,0.491107,0.552955,0.580462,0.580056,0.590654,0.585594,0.627238,0.66046,0.674723,0.70283,0.738175,0.747036,0.744462,0.795982,0.779102,0.780802,0.769261,0.780882,0.855821,0.853217,0.90867,0.987737,0.939288,0.938356,0.889473,0.874982,0.852639,0.846988,0.836263,0.86307,0.922351
PLW,Palau,0.068225,0.066702,0.066463,0.066383,0.067216,0.07316,0.066861,0.067857,0.074787,0.077272,0.07857,0.080319,0.082023,0.08197,0.081024,0.064971,0.059909,0.06768,0.062659,0.060998,0.64136,0.847321,1.112645,1.132397,1.172844,0.797118,2.146291,1.568633,1.409374,1.644922,1.626627,1.418639,0.919464,0.907779,1.005402,1.340796,1.735324,1.447962,1.615579,1.536599,1.56509,1.559688,1.51238,1.642125,1.724941,1.827778,1.941028
PAN,Panama,1.693521,1.653146,1.734086,1.894844,1.863342,1.844752,1.801915,1.737745,1.618164,1.709052,1.603178,1.361558,1.509054,1.671698,1.36039,1.263568,1.279233,1.384907,1.041192,1.065822,1.096197,1.239648,1.446777,1.452033,1.516525,1.596598,1.575371,1.626994,1.964667,1.684858,1.712454,2.007459,1.717384,1.720945,1.717829,2.147393,2.227845,2.111487,2.09327,2.372875,2.490189,2.580643,2.729893,2.71328,2.813435,2.85428,2.878353
PNG,Papua New Guinea,0.481007,0.4715,0.409163,0.53928,0.566359,0.565304,0.527753,0.548226,0.701911,0.606846,0.627835,0.730089,0.66533,0.726283,0.69027,0.709679,0.633381,0.644936,0.615178,0.58528,0.582581,0.562402,0.506304,0.485221,0.482176,0.48573,0.474177,0.502845,0.61164,0.50335,0.523155,0.515807,0.613493,0.655129,0.726342,0.789781,0.827399,0.784988,0.845616,0.793054,0.86525,0.913723,0.92931,0.98972,1.028878,1.07139,1.124627
PRY,Paraguay,0.252567,0.249687,0.265717,0.287376,0.271471,0.284079,0.309255,0.428909,0.503048,0.468866,0.4662,0.438245,0.421266,0.397263,0.425121,0.412505,0.428646,0.462007,0.508329,0.495077,0.513208,0.489593,0.573178,0.637214,0.72599,0.802488,0.77667,0.841179,0.862747,0.845384,0.683605,0.694894,0.715621,0.727623,0.722385,0.652697,0.67156,0.682783,0.682872,0.725836,0.808434,0.826924,0.852446,0.832677,0.864998,0.885924,0.891303
PER,Peru,1.292093,1.255341,1.219395,1.265844,1.334695,1.328593,1.320979,1.260653,1.236361,1.260946,1.290038,1.303956,1.255564,1.036636,1.05279,0.996795,1.054725,1.111264,1.104552,0.972625,0.94893,0.901972,0.923138,0.946526,0.955262,1.067906,1.154916,1.132865,1.071141,1.134787,1.108515,1.013926,1.045451,1.014655,1.155504,1.142889,1.116154,1.203434,1.349942,1.431087,1.524168,1.605812,1.585762,1.598559,1.67815,1.698662,1.814241
PHL,Philippines (the),0.708516,0.694471,0.702662,0.784031,0.724184,0.778513,0.760426,0.819983,0.82895,0.868486,0.773875,0.711822,0.699287,0.721116,0.608974,0.568231,0.517329,0.620372,0.638319,0.651476,0.674593,0.651016,0.687251,0.728486,0.772224,0.904958,0.965852,1.055033,1.024312,0.969125,0.955573,0.915591,0.916912,0.923418,0.928566,0.938941,0.833492,0.862616,0.868828,0.863994,0.914504,0.908783,0.896607,0.980571,1.033365,1.107365,1.232259
POL,Poland,9.078577,9.233975,9.563956,9.97938,10.24731,10.61218,11.18423,11.46889,12.02418,11.93133,12.16009,11.06306,11.13392,11.05905,11.42513,11.66802,11.87609,12.27505,11.92812,11.39751,9.439473,9.413982,9.138623,8.754773,8.611559,9.153103,9.530414,9.26119,8.572831,8.306673,8.019102,7.94118,7.648903,7.930883,8.041612,7.988177,8.359895,8.399195,8.271673,7.897493,8.413232,8.262292,7.975523,7.852092,7.539277,7.544067,7.76596
PRT,Portugal,1.865395,1.993863,2.008059,2.21927,2.195326,2.336775,2.44367,2.383446,2.442595,2.696647,2.831576,2.96348,2.981783,3.03398,2.902051,2.77181,3.108562,3.182962,3.330525,4.162545,4.256756,4.43474,4.793708,4.643344,4.791842,5.171674,4.946407,5.152992,5.562837,6.230864,6.118901,6.051539,6.441227,5.903404,6.042522,6.296969,5.722473,5.675425,5.371868,5.354032,4.876079,4.834215,4.600209,4.497584,4.439582,4.937915,4.821427
PRI,Puerto Rico,0.475995,0.502836,0.526522,0.51794,0.497411,0.436281,0.424727,0.383991,0.378104,0.321609,0.299229,0.284407,0.249739,0.238794,0.246398,0.224498,0.222809,0.249974,0.261277,0.281466,0.232286,0.230925,0.223048,0.224376,0.230107,0.232087,0.233714,0.233261,0.226687,0.24631,0.247092,0.23832,0.23856,0.248702,0.251664,0.248779,0.23828,0.220317,0.205386,0.166283,0.17568,0.175743,0.181345,0.186575,0.186106,0.190942,0.194212
QAT,Qatar,120.3359,137.7848,150.4169,156.0748,121.6587,110.9518,97.17602,83.89261,89.21255,80.13429,62.05938,47.00764,45.04092,36.92917,46.86875,40.95893,40.17778,38.31087,37.26173,37.46172,35.28985,36.67538,37.95504,38.51524,40.20101,40.71333,43.25401,51.33776,52.97099,55.87576,52.69194,51.71245,55.45416,54.87986,53.75547,50.07832,48.11034,46.53104,43.55468,40.72505,40.81576,39.073,39.35273,38.43038,38.468,39.21523,38.51754
REU,Reunion,0.28481,0.285738,0.361338,0.326324,0.336121,0.382876,0.456749,0.463028,0.44589,0.550148,0.497863,0.545497,0.507852,0.591375,0.627722,0.641588,0.708437,0.904897,0.916291,0.902613,0.885463,1.035668,0.953534,1.058856,0.71255,0.744307,0.744982,0.742067,0.963309,0.961752,1.076759,1.123778,1.045039,1.076733,1.09591,1.093983,1.145152,1.175841,1.211287,1.165856,1.198933,1.214804,1.24905,1.263244,1.291119,1.267076,1.30153
ROU,Romania,6.315848,6.256601,6.413602,6.924905,6.898781,7.381524,7.981333,8.276147,8.882401,9.027021,8.88108,8.874443,8.787261,8.837869,8.695703,8.614863,8.834436,9.11279,9.251291,8.999985,7.929396,6.443439,5.822687,5.46886,5.389711,5.678403,5.889443,5.449725,4.793875,4.137883,4.36224,4.652146,4.663221,4.966215,4.887073,4.876079,5.107686,5.040963,5.009005,4.125334,4.03967,4.37268,4.423164,3.933693,3.935189,3.89252,3.978324
RUS,Russian Federation (the),10.27537,10.20801,10.61713,11.21426,11.68369,12.40584,12.7289,13.0162,13.70937,13.80196,14.09343,13.99174,14.10122,14.19313,14.26642,14.47266,14.78997,15.07587,15.31827,15.27626,16.07725,15.8467,14.6131,13.33094,11.95988,11.70228,11.4069,10.653,10.74004,11.0611,11.38607,11.43319,11.42617,11.85777,11.9356,11.9202,12.26373,12.27362,12.18786,11.45974,12.03603,12.57994,12.62602,12.41073,11.9043,11.79172,11.54097
RWA,Rwanda,0.067322,0.066033,0.070221,0.069068,0.070135,0.075095,0.070035,0.072764,0.072309,0.072728,0.075007,0.084686,0.083389,0.082352,0.092176,0.096201,0.096577,0.116501,0.106839,0.110024,0.084279,0.094582,0.096039,0.093715,0.092517,0.108268,0.109631,0.127712,0.115347,0.115881,0.102353,0.105343,0.104801,0.10873,0.107017,0.104663,0.10428,0.110265,0.112402,0.107276,0.113956,0.115011,0.118114,0.115223,0.118197,0.117574,0.117907
SHN,"Saint Helena, Ascension and Tristan da Cunha",0.532794,0.52526,0.412503,0.458224,0.486313,0.414795,0.320997,0.610744,0.508966,0.537629,0.575048,0.383351,0.335474,0.537142,0.474704,0.525715,0.580763,0.816337,0.915407,0.935318,1.720267,0.989773,0.948894,1.199171,1.042309,1.103323,0.663947,0.728907,0.731119,0.787738,2.196425,1.510613,1.571094,1.739552,2.061022,2.267014,2.029259,2.377715,2.487523,2.534596,2.747578,2.892532,2.955261,2.990255,3.132698,3.174347,3.249541
KNA,Saint Kitts and Nevis,1.262252,1.173458,1.435421,1.393029,1.298229,1.683274,1.662415,1.8208,1.748187,1.67023,1.866201,1.705452,1.776051,1.571023,1.698798,1.607674,1.846187,2.144647,2.320034,2.393347,2.184444,2.362144,2.500969,2.389365,2.623324,2.507312,2.788714,2.983652,2.81299,2.86131,3.215583,3.160959,3.035636,3.069815,3.100356,2.895157,2.864498,2.87587,2.894982,2.92579,3.189282,3.297223,3.274366,3.56108,3.581198,3.683528,3.705029
LCA,Saint Lucia,0.745193,0.739559,0.965541,1.039979,0.912372,1.124756,0.95451,1.054067,0.948902,0.933459,1.005396,0.974785,1.0388,1.033234,1.087174,1.099057,1.20221,1.423497,1.566374,1.609498,1.57297,1.54709,1.533935,1.446069,1.627449,1.636076,1.65047,1.635871,1.823431,1.889833,2.310969,2.404113,2.290629,2.359248,2.546375,2.490932,2.505468,2.632,2.648133,2.687961,2.787972,2.950223,2.947785,3.223974,3.272735,3.384873,3.416752
SPM,Saint Pierre and Miquelon,0.150668,0.14913,0.15794,0.188991,0.175743,0.236816,0.231508,0.250522,0.261069,0.242233,0.348439,0.363147,0.384231,0.396527,0.41816,0.415591,0.388662,0.487322,0.538256,0.583001,0.580356,0.602882,0.58968,0.584308,0.621894,0.647578,0.650912,0.703311,0.992605,1.123675,1.098844,1.107736,1.018559,1.007298,1.051581,1.061722,1.062018,1.098878,1.072254,1.120859,1.1813,1.1829,1.194699,1.315796,1.33356,1.384774,1.401247
VCT,Saint Vincent and the Grenadines,0.444847,0.439754,0.534347,0.56808,0.529103,0.650223,0.584554,0.625427,0.595236,0.58069,0.68892,0.714557,0.709626,0.736035,0.765408,0.774615,0.847235,1.016433,1.062676,1.287501,1.285344,1.261661,1.275042,1.21755,1.586787,1.634025,1.658744,1.68817,2.048436,2.13137,2.2305,2.30701,2.234988,2.293059,2.40066,2.354248,2.348868,2.491416,2.486993,2.554223,2.707678,2.806509,2.820402,3.102284,3.149149,3.275425,3.29467
WSM,Samoa,0.196647,0.191923,0.167046,0.181933,0.195593,0.20258,0.196056,0.243159,0.445072,0.389082,0.337208,1.037587,0.543405,0.651139,0.867085,0.795042,0.559799,0.646531,0.646187,0.57165,0.590925,0.613251,0.621173,0.607505,0.539903,0.571487,0.653902,0.627076,0.662919,0.635693,0.73912,0.755475,0.656172,0.662242,0.635224,0.634832,0.580801,0.508297,0.526047,0.578717,0.618547,0.659016,0.678132,0.731978,0.772109,0.817282,0.871483
STP,Sao Tome and Principe,0.069982,0.068389,0.070804,0.073327,0.073669,0.076658,0.119669,0.124361,0.132061,0.15842,0.172393,0.177429,0.143923,0.152305,0.149901,0.159327,0.187328,0.245408,0.180948,0.155215,0.254302,0.278134,0.256119,0.240651,0.164755,0.176433,0.178747,0.191197,0.182149,0.183456,0.243704,0.251707,0.251141,0.252858,0.246924,0.250072,0.257877,0.270029,0.276456,0.269839,0.282173,0.288461,0.28497,0.279389,0.284393,0.279387,0.280925
SAU,Saudi Arabia,7.357942,8.64757,10.73303,13.85793,13.87428,10.91317,12.85634,13.27647,13.65678,15.51517,18.18631,16.05596,15.64994,14.61522,10.515,10.13592,9.615548,10.00164,10.34274,10.02338,10.30239,10.25077,10.74101,10.9846,11.60781,11.54939,11.95398,11.88511,12.21944,12.22603,12.55074,12.78582,12.99558,13.20772,12.63052,12.83497,13.0874,13.40577,14.06851,14.67688,15.38164,15.53682,15.59166,15.52399,16.07418,16.21365,16.00865
SEN,Senegal,0.314515,0.305103,0.313885,0.328384,0.341627,0.362237,0.370383,0.383676,0.366068,0.395279,0.398894,0.382617,0.356546,0.344023,0.357019,0.358754,0.332176,0.32492,0.30246,0.308508,0.310597,0.302804,0.323108,0.306115,0.304354,0.313142,0.329266,0.353367,0.386364,0.415594,0.407588,0.459423,0.459691,0.42275,0.469549,0.506855,0.482179,0.52025,0.503043,0.512777,0.533386,0.566175,0.535202,0.556637,0.548974,0.530248,0.535539
